"Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"03.3A","GO:0030198","extracellular matrix organization","2/55","23/21869",0.00151885143562341,0.0909141073608871,0.0815383402282043,"AT2G22125/AT3G16860",2
"03.3A","GO:0043062","extracellular structure organization","2/55","23/21869",0.00151885143562341,0.0909141073608871,0.0815383402282043,"AT2G22125/AT3G16860",2
"03.3A","GO:0006520","cellular amino acid metabolic process","5/55","413/21869",0.0037585192256976,0.196852444445912,0.176551495207111,"AT1G31180/AT2G20610/AT1G61660/AT3G23940/AT4G02610",5
"03.3A","GO:0042435","indole-containing compound biosynthetic process","2/55","54/21869",0.00817327114924492,0.286437626131265,0.256897958871654,"AT2G20610/AT4G02610",2
"03.3A","GO:0048609","multicellular organismal reproductive process","3/55","213/21869",0.0164863648152135,0.286437626131265,0.256897958871654,"AT1G06220/AT1G54060/AT2G22125",3
"03.3A","GO:0032504","multicellular organism reproduction","3/55","220/21869",0.0179525854147973,0.286437626131265,0.256897958871654,"AT1G06220/AT1G54060/AT2G22125",3
"03.3A","GO:0031668","cellular response to extracellular stimulus","3/55","223/21869",0.0186025958802851,0.286437626131265,0.256897958871654,"AT2G20610/AT1G61660/AT2G19590",3
"03.3A","GO:0071496","cellular response to external stimulus","3/55","229/21869",0.0199416517031808,0.286437626131265,0.256897958871654,"AT2G20610/AT1G61660/AT2G19590",3
"03.3A","GO:0051211","anisotropic cell growth","1/55","10/21869",0.0248720868672507,0.286437626131265,0.256897958871654,"AT2G22125",1
"03.3A","GO:0009554","megasporogenesis","1/55","12/21869",0.029773114954781,0.286437626131265,0.256897958871654,"AT4G37450",1
"03.3A","GO:0009684","indoleacetic acid biosynthetic process","1/55","12/21869",0.029773114954781,0.286437626131265,0.256897958871654,"AT2G20610",1
"03.3A","GO:0009991","response to extracellular stimulus","3/55","276/21869",0.03223625338794,0.286437626131265,0.256897958871654,"AT2G20610/AT1G61660/AT2G19590",3
"03.3A","GO:0000910","cytokinesis","2/55","112/21869",0.0323666354120187,0.286437626131265,0.256897958871654,"AT3G48860/AT2G22125",2
"03.3A","GO:0009651","response to salt stress","4/55","483/21869",0.033101344146581,0.286437626131265,0.256897958871654,"AT1G61660/AT3G23940/AT3G49190/AT5G14950",4
"03.3A","GO:0030026","cellular manganese ion homeostasis","1/55","14/21869",0.0346499559553377,0.286437626131265,0.256897958871654,"AT4G27860",1
"03.3A","GO:0016049","cell growth","4/55","494/21869",0.0355127071505126,0.286437626131265,0.256897958871654,"AT2G20610/AT4G38210/AT3G48860/AT2G22125",4
"03.3A","GO:0006278","RNA-dependent DNA biosynthetic process","1/55","15/21869",0.0370793429341733,0.286437626131265,0.256897958871654,"AT2G05210",1
"03.3A","GO:0006880","intracellular sequestering of iron ion","1/55","15/21869",0.0370793429341733,0.286437626131265,0.256897958871654,"AT4G27860",1
"03.3A","GO:0007004","telomere maintenance via telomerase","1/55","15/21869",0.0370793429341733,0.286437626131265,0.256897958871654,"AT2G05210",1
"03.3A","GO:1902170","cellular response to reactive nitrogen species","1/55","15/21869",0.0370793429341733,0.286437626131265,0.256897958871654,"AT2G19590",1
"03.3A","GO:0006949","syncytium formation","1/55","16/21869",0.0395027270349613,0.286437626131265,0.256897958871654,"AT4G38210",1
"03.3A","GO:0007292","female gamete generation","1/55","16/21869",0.0395027270349613,0.286437626131265,0.256897958871654,"AT1G06220",1
"03.3A","GO:0010833","telomere maintenance via telomere lengthening","1/55","16/21869",0.0395027270349613,0.286437626131265,0.256897958871654,"AT2G05210",1
"03.3A","GO:0055071","manganese ion homeostasis","1/55","16/21869",0.0395027270349613,0.286437626131265,0.256897958871654,"AT4G27860",1
"03.3A","GO:0097577","sequestering of iron ion","1/55","16/21869",0.0395027270349613,0.286437626131265,0.256897958871654,"AT4G27860",1
"03.3A","GO:2001006","regulation of cellulose biosynthetic process","1/55","16/21869",0.0395027270349613,0.286437626131265,0.256897958871654,"AT2G22125",1
"03.3A","GO:0032950","regulation of beta-glucan metabolic process","1/55","17/21869",0.0419201228164591,0.286437626131265,0.256897958871654,"AT2G22125",1
"03.3A","GO:0032951","regulation of beta-glucan biosynthetic process","1/55","17/21869",0.0419201228164591,0.286437626131265,0.256897958871654,"AT2G22125",1
"03.3A","GO:0051054","positive regulation of DNA metabolic process","1/55","17/21869",0.0419201228164591,0.286437626131265,0.256897958871654,"AT2G05210",1
"03.3A","GO:0016024","CDP-diacylglycerol biosynthetic process","1/55","18/21869",0.0443315448027806,0.286437626131265,0.256897958871654,"AT3G18850",1
"03.3A","GO:0046341","CDP-diacylglycerol metabolic process","1/55","18/21869",0.0443315448027806,0.286437626131265,0.256897958871654,"AT3G18850",1
"03.3A","GO:0008380","RNA splicing","3/55","318/21869",0.0459037467655384,0.286437626131265,0.256897958871654,"AT1G06220/AT3G49430/AT1G02140",3
"03.3A","GO:0045017","glycerolipid biosynthetic process","2/55","136/21869",0.0460182292921969,0.286437626131265,0.256897958871654,"AT3G49190/AT3G18850",2
"03.3A","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","1/55","19/21869",0.046737007483475,0.286437626131265,0.256897958871654,"AT4G25730",1
"03.3A","GO:0051238","sequestering of metal ion","1/55","19/21869",0.046737007483475,0.286437626131265,0.256897958871654,"AT4G27860",1
"03.3A","GO:0051348","negative regulation of transferase activity","1/55","19/21869",0.046737007483475,0.286437626131265,0.256897958871654,"AT2G05210",1
"03.3A","GO:0051592","response to calcium ion","1/55","20/21869",0.0491365253136081,0.286437626131265,0.256897958871654,"AT2G22125",1
"03.3A","GO:0072657","protein localization to membrane","2/55","143/21869",0.0503365025558746,0.286437626131265,0.256897958871654,"AT4G12650/AT5G10840",2
"03.3A","GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","1/55","21/21869",0.0515301127138439,0.286437626131265,0.256897958871654,"AT4G25730",1
"03.3A","GO:1990778","protein localization to cell periphery","1/55","22/21869",0.0539177840705234,0.286437626131265,0.256897958871654,"AT2G22125",1
"03.3A","GO:0009901","anther dehiscence","1/55","24/21869",0.0586754360274487,0.286437626131265,0.256897958871654,"AT2G22125",1
"03.3A","GO:0032968","positive regulation of transcription elongation from RNA polymerase II promoter","1/55","24/21869",0.0586754360274487,0.286437626131265,0.256897958871654,"AT1G54610",1
"03.3A","GO:0010962","regulation of glucan biosynthetic process","1/55","25/21869",0.0610454452294852,0.286437626131265,0.256897958871654,"AT2G22125",1
"03.3A","GO:0000963","mitochondrial RNA processing","1/55","26/21869",0.0634095955917071,0.286437626131265,0.256897958871654,"AT2G46050",1
"03.3A","GO:0019432","triglyceride biosynthetic process","1/55","26/21869",0.0634095955917071,0.286437626131265,0.256897958871654,"AT3G49190",1
"03.3A","GO:0070816","phosphorylation of RNA polymerase II C-terminal domain","1/55","26/21869",0.0634095955917071,0.286437626131265,0.256897958871654,"AT1G54610",1
"03.3A","GO:2000762","regulation of phenylpropanoid metabolic process","1/55","27/21869",0.0657679013300424,0.286437626131265,0.256897958871654,"AT4G38620",1
"03.3A","GO:0051668","localization within membrane","2/55","169/21869",0.067559464467846,0.286437626131265,0.256897958871654,"AT4G12650/AT5G10840",2
"03.3A","GO:0031167","rRNA methylation","1/55","28/21869",0.0681203766265746,0.286437626131265,0.256897958871654,"AT4G25730",1
"03.3A","GO:0032885","regulation of polysaccharide biosynthetic process","1/55","28/21869",0.0681203766265746,0.286437626131265,0.256897958871654,"AT2G22125",1
"03.3A","GO:0051053","negative regulation of DNA metabolic process","1/55","28/21869",0.0681203766265746,0.286437626131265,0.256897958871654,"AT2G05210",1
"03.3A","GO:0080156","mitochondrial mRNA modification","1/55","28/21869",0.0681203766265746,0.286437626131265,0.256897958871654,"AT2G46050",1
"03.3A","GO:0034243","regulation of transcription elongation from RNA polymerase II promoter","1/55","29/21869",0.0704670356296213,0.286437626131265,0.256897958871654,"AT1G54610",1
"03.3A","GO:0046460","neutral lipid biosynthetic process","1/55","29/21869",0.0704670356296213,0.286437626131265,0.256897958871654,"AT3G49190",1
"03.3A","GO:0046463","acylglycerol biosynthetic process","1/55","29/21869",0.0704670356296213,0.286437626131265,0.256897958871654,"AT3G49190",1
"03.3A","GO:0044550","secondary metabolite biosynthetic process","2/55","174/21869",0.0710687247001447,0.286437626131265,0.256897958871654,"AT2G20610/AT4G38620",2
"03.3A","GO:0009692","ethylene metabolic process","1/55","31/21869",0.0751429611801769,0.286437626131265,0.256897958871654,"AT2G19590",1
"03.3A","GO:0009693","ethylene biosynthetic process","1/55","31/21869",0.0751429611801769,0.286437626131265,0.256897958871654,"AT2G19590",1
"03.3A","GO:0043449","cellular alkene metabolic process","1/55","31/21869",0.0751429611801769,0.286437626131265,0.256897958871654,"AT2G19590",1
"03.3A","GO:0043450","alkene biosynthetic process","1/55","31/21869",0.0751429611801769,0.286437626131265,0.256897958871654,"AT2G19590",1
"03.3A","GO:1900673","olefin metabolic process","1/55","31/21869",0.0751429611801769,0.286437626131265,0.256897958871654,"AT2G19590",1
"03.3A","GO:1900674","olefin biosynthetic process","1/55","31/21869",0.0751429611801769,0.286437626131265,0.256897958871654,"AT2G19590",1
"03.3A","GO:2000067","regulation of root morphogenesis","1/55","31/21869",0.0751429611801769,0.286437626131265,0.256897958871654,"AT2G22125",1
"03.3A","GO:0045944","positive regulation of transcription by RNA polymerase II","2/55","182/21869",0.0768048417735926,0.286437626131265,0.256897958871654,"AT1G54610/AT1G18040",2
"03.3A","GO:0009900","dehiscence","1/55","32/21869",0.0774722558562042,0.286437626131265,0.256897958871654,"AT2G22125",1
"03.3A","GO:1900376","regulation of secondary metabolite biosynthetic process","1/55","32/21869",0.0774722558562042,0.286437626131265,0.256897958871654,"AT4G38620",1
"03.3A","GO:0000460","maturation of 5.8S rRNA","1/55","33/21869",0.0797957904959402,0.286437626131265,0.256897958871654,"AT4G25730",1
"03.3A","GO:0006641","triglyceride metabolic process","1/55","33/21869",0.0797957904959402,0.286437626131265,0.256897958871654,"AT3G49190",1
"03.3A","GO:0032786","positive regulation of DNA-templated transcription, elongation","1/55","33/21869",0.0797957904959402,0.286437626131265,0.256897958871654,"AT1G54610",1
"03.3A","GO:0046189","phenol-containing compound biosynthetic process","1/55","33/21869",0.0797957904959402,0.286437626131265,0.256897958871654,"AT4G38620",1
"03.3A","GO:0071897","DNA biosynthetic process","1/55","33/21869",0.0797957904959402,0.286437626131265,0.256897958871654,"AT2G05210",1
"03.3A","GO:1900864","mitochondrial RNA modification","1/55","33/21869",0.0797957904959402,0.286437626131265,0.256897958871654,"AT2G46050",1
"03.3A","GO:0009414","response to water deprivation","3/55","406/21869",0.0822492869170982,0.286437626131265,0.256897958871654,"AT1G61660/AT3G49190/AT2G22125",3
"03.3A","GO:0046486","glycerolipid metabolic process","2/55","190/21869",0.0826833032914753,0.286437626131265,0.256897958871654,"AT3G49190/AT3G18850",2
"03.3A","GO:0009415","response to water","3/55","416/21869",0.0869888432878285,0.286437626131265,0.256897958871654,"AT1G61660/AT3G49190/AT2G22125",3
"03.3A","GO:0006638","neutral lipid metabolic process","1/55","37/21869",0.089032607806419,0.286437626131265,0.256897958871654,"AT3G49190",1
"03.3A","GO:0006639","acylglycerol metabolic process","1/55","37/21869",0.089032607806419,0.286437626131265,0.256897958871654,"AT3G49190",1
"03.3A","GO:0006891","intra-Golgi vesicle-mediated transport","1/55","37/21869",0.089032607806419,0.286437626131265,0.256897958871654,"AT2G43130",1
"03.3A","GO:0034293","sexual sporulation","1/55","37/21869",0.089032607806419,0.286437626131265,0.256897958871654,"AT4G37450",1
"03.3A","GO:0043934","sporulation","1/55","37/21869",0.089032607806419,0.286437626131265,0.256897958871654,"AT4G37450",1
"03.3A","GO:0048236","plant-type sporogenesis","1/55","37/21869",0.089032607806419,0.286437626131265,0.256897958871654,"AT4G37450",1
"03.3A","GO:0000723","telomere maintenance","1/55","38/21869",0.0913275513100212,0.286437626131265,0.256897958871654,"AT2G05210",1
"03.3A","GO:0009851","auxin biosynthetic process","1/55","38/21869",0.0913275513100212,0.286437626131265,0.256897958871654,"AT2G20610",1
"03.3A","GO:0042631","cellular response to water deprivation","1/55","38/21869",0.0913275513100212,0.286437626131265,0.256897958871654,"AT1G61660",1
"03.3A","GO:0006368","transcription elongation from RNA polymerase II promoter","1/55","39/21869",0.0936168181634843,0.286437626131265,0.256897958871654,"AT1G54610",1
"03.3A","GO:0071462","cellular response to water stimulus","1/55","39/21869",0.0936168181634843,0.286437626131265,0.256897958871654,"AT1G61660",1
"03.3A","GO:0071472","cellular response to salt stress","1/55","39/21869",0.0936168181634843,0.286437626131265,0.256897958871654,"AT1G61660",1
"03.3A","GO:0000154","rRNA modification","1/55","40/21869",0.0959004221488715,0.286437626131265,0.256897958871654,"AT4G25730",1
"03.3A","GO:0006935","chemotaxis","1/55","40/21869",0.0959004221488715,0.286437626131265,0.256897958871654,"AT1G02140",1
"03.3A","GO:0009825","multidimensional cell growth","1/55","40/21869",0.0959004221488715,0.286437626131265,0.256897958871654,"AT3G48860",1
"03.3A","GO:0010183","pollen tube guidance","1/55","40/21869",0.0959004221488715,0.286437626131265,0.256897958871654,"AT1G02140",1
"03.3A","GO:0032881","regulation of polysaccharide metabolic process","1/55","40/21869",0.0959004221488715,0.286437626131265,0.256897958871654,"AT2G22125",1
"03.3A","GO:0042330","taxis","1/55","40/21869",0.0959004221488715,0.286437626131265,0.256897958871654,"AT1G02140",1
"03.3A","GO:0050918","positive chemotaxis","1/55","40/21869",0.0959004221488715,0.286437626131265,0.256897958871654,"AT1G02140",1
"03.3A","GO:0070542","response to fatty acid","2/55","208/21869",0.0963907047362969,0.286437626131265,0.256897958871654,"AT1G17750/AT2G19590",2
"03.3A","GO:0016144","S-glycoside biosynthetic process","1/55","52/21869",0.122866938350135,0.287362105831318,0.25772709906238,"AT2G20610",1
"03.3A","GO:0009788","negative regulation of abscisic acid-activated signaling pathway","1/55","55/21869",0.129484209755362,0.287362105831318,0.25772709906238,"AT1G76260",1
"03.3A","GO:1901420","negative regulation of response to alcohol","1/55","55/21869",0.129484209755362,0.287362105831318,0.25772709906238,"AT1G76260",1
"03.3A","GO:1905958","negative regulation of cellular response to alcohol","1/55","55/21869",0.129484209755362,0.287362105831318,0.25772709906238,"AT1G76260",1
"03.3A","GO:0045595","regulation of cell differentiation","1/55","58/21869",0.13605246005598,0.288779763822385,0.25899855717772,"AT1G06220",1
"03.3A","GO:0010224","response to UV-B","1/55","73/21869",0.168170782956042,0.303722233011127,0.272400043172899,"AT4G38620",1
"03.3A","GO:0010628","positive regulation of gene expression","1/55","76/21869",0.174452304193964,0.308419896444181,0.276613247156319,"AT1G02140",1
"03.3A","GO:0023057","negative regulation of signaling","1/55","114/21869",0.250098582771348,0.376947144536672,0.338073434492129,"AT1G76260",1
"03.3A","GO:0006869","lipid transport","1/55","135/21869",0.288938584842985,0.409004280571658,0.366824590287858,"AT5G27630",1
"03.3B","GO:0010025","wax biosynthetic process","2/48","35/21869",0.00268009788842014,0.187868690176212,0.171305007468755,"AT4G29830/AT5G02890",2
"03.3B","GO:0010166","wax metabolic process","2/48","36/21869",0.00283378970580114,0.187868690176212,0.171305007468755,"AT4G29830/AT5G02890",2
"03.3B","GO:0016226","iron-sulfur cluster assembly","2/48","36/21869",0.00283378970580114,0.187868690176212,0.171305007468755,"AT1G32500/AT4G26500",2
"03.3B","GO:0031163","metallo-sulfur cluster assembly","2/48","36/21869",0.00283378970580114,0.187868690176212,0.171305007468755,"AT1G32500/AT4G26500",2
"03.3B","GO:1901570","fatty acid derivative biosynthetic process","2/48","37/21869",0.00299153965248745,0.187868690176212,0.171305007468755,"AT4G29830/AT5G02890",2
"03.3B","GO:0000105","histidine biosynthetic process","1/48","11/21869",0.0238859397764914,0.353053114491388,0.321925736311289,"AT5G63890",1
"03.3B","GO:0006547","histidine metabolic process","1/48","11/21869",0.0238859397764914,0.353053114491388,0.321925736311289,"AT5G63890",1
